eggNOG	KO
COG3726	K07186
COG3310	K09941
COG2859	K09797
COG4582	K18778
COG3659	K07267
COG3076	K09893
COG1462	K06214
2DEP1	K04338
2D4XX	K04337
2EDDN	K04335
COG4123	K15460
COG3007	K00209
28N0M	K19155
COG3060	K03764
COG3068	K09891
COG3295	K09939
COG1407	K06953
COG4988	K16013
COG4890	K00424
COG3954	K00855
2CBG9	K02463
COG5295	K21449
COG3455	K11892
COG3812	K09983
COG1416	K09004
2C256	K12973
COG2821	K08304
COG3847	K02651
COG4960	K02278
COG4964	K02280
COG4963	K02282
2DTNP	K03516
2DT9J	K02403
2DBG4	K02402
COG2501	K14761
COG2510	K08978
COG4689	K01574
COG3539	K07345
COG3179	K03791
2BCNC	K13934
COG3470	K07230
COG4521	K15551
COG4525	K10831
COG4154	K02431
COG3644	K09965
COG2965	K02686
COG4553	K05973
COG4691	K21495
COG1964	K06937
2AF6J	K04062
COG4544	K14160
2BVF4	K13662
COG3826	K09990
COG5416	K08992
COG3484	K07395
COG3070	K07343
COG3734	K00883
2DP58	K02452
28IWK	K02463
COG4564	K02480
COG4791	K03228
COG4669	K03222
2EUB7	K18374
2EAKQ	K18373
COG4789	K03230
2EGP2	K18381
COG4790	K03226
2CH6D	K03220
28IQ3	K02317
COG4776	K01147
COG3951	K02395
COG2926	K09802
COG3112	K09910
COG3593	K07459
COG3120	K09911
COG3140	K09917
COG3772	K01185
COG1944	K09136
COG3110	K09909
COG5039	K19431
COG1106	K06926
COG2990	K09824
COG2973	K03720
COG1586	K01611
COG3041	K19157
COG3077	K07473
COG2184	K04095
COG3169	K09922
COG3080	K00247
COG3029	K00246
COG1441	K02549
COG4110	K05792
COG3097	K09900
COG3013	K09161
COG3722	K02562
2AUCW	K02681
COG2502	K01914
COG4096	K01153
COG3172	K06211
COG4635	K00230
COG3074	K09892
COG3075	K00112
COG3978	K11258
COG2985	K07085
COG3061	K07269
COG3730	K02783
COG3731	K02781
COG4578	K02466
COG3423	K07724
COG3102	K09907
COG3923	K04067
COG2949	K03748
COG1763	K03753
COG3084	K09896
28H7K	K02526
COG2994	K07389
2CCAI	K07794
COG2999	K03675
COG4211	K10541
COG3770	K07261
2E82T	K08363
COG3445	K06866
COG3700	K03788
COG3840	K02062
COG4456	K18829
COG0562	K01854
COG2830	K09789
COG3050	K02344
COG3099	K09901
COG3721	K07227
COG1421	K19138
COG1567	K19139
2E4K4	K19145
COG1518	K15342
COG3477	K08996
COG4168	K19227
COG1203	K07012
2AUAD	K19130
2DB80	K19129
2DBIX	K19128
2DBF1	K19127
COG3006	K03633
COG3095	K03804
COG3096	K03632
COG1781	K00610
COG1628	K09120
COG1759	K06863
COG1731	K00793
COG2429	K08096
COG1909	K09735
COG3635	K15635
COG1110	K03170
COG1635	K03146
COG1992	K22206
COG2413	K07073
COG2108	K07129
COG1973	K07388
COG1608	K06981
COG2524	K07744
COG2242	K02191
COG1903	K02188
COG1698	K09721
COG1645	K07143
arCOG00552	K09723
arCOG05891	K16934
arCOG05892	K16935
COG1839	K09129
COG2178	K07477
COG1888	K09732
COG1591	K03552
COG1855	K06865
COG2876	K03856
COG1685	K00891
arCOG07176	K03057
COG1931	K09736
COG1746	K07558
COG2112	K07176
COG1389	K03167
COG1581	K03622
COG1339	K07732
COG2237	K08975
COG2083	K09737
COG4919	K02983
COG2511	K03330
COG2522	K07108
COG1350	K06001
COG1059	K03653
COG1938	K06869
COG2167	K02924
COG1907	K06984
COG2044	K07092
COG1709	K07731
COG4231	K00179
COG3890	K00938
COG1856	K09711
COG2516	K01012
COG1415	K09003
COG2419	K15566
COG4237	K12140
COG4986	K02050
arCOG06188	K03187
COG3374	K08980
arCOG05415	K15746
COG1517	K19143
COG3376	K07241
COG1343	K09951
COG4343	K19085
COG1468	K07464
COG2254	K07475
arCOG07299	K19146
COG2430	K09149
COG1650	K09716
COG2129	K07096
COG1892	K01595
COG2263	K07579
arCOG05375	K18859
COG3356	K08979
COG2412	K09148
arCOG05888	K16640
COG3372	K09744
COG2248	K07022
COG1634	K07142
COG1701	K09722
COG1829	K06982
COG3427	K09386
COG1205	K06877
arCOG04697	K17285
arCOG00156	K02027
arCOG05342	K16936
arCOG02862	K16937
COG1812	K00789
COG2888	K07580
arCOG01588	K05826
COG2078	K09141
COG1665	K09717
COG1102	K00945
COG2019	K00939
COG1588	K03538
COG2457	K09154
COG1325	K07581
COG1491	K07572
COG1460	K03051
COG1782	K07041
COG1980	K01622
arCOG04271	K03052
COG1370	K07398
COG1303	K07254
COG1571	K06932
2B5D6	K02044
COG3513	K09952
2DI8J	K04062
COG3704	K03201
2C8CA	K19059
COG1328	K21636
2AX91	K02403
2F8WK	K02461
2EENA	K11937
2C2E6	K04337
2BZ5F	K04336
COG3702	K03198
2C5IZ	K04062
2EHK0	K06950
COG3436	K07484
COG5499	K18831
COG4680	K19166
2BW6A	K07794
COG3647	K08984
COG4455	K11898
2A9HI	K02116
COG3560	K07078
COG4643	K06919
COG2732	K03623
COG1669	K07075
COG2865	K03655
2C01M	K05063
29VN4	K13350
2CF50	K10132
2CYC3	K07401
KOG3410	K13120
28J9T	K15142
2FC8I	K13359
2E04C	K05231
2BTP3	K19879
KOG4334	K18419
2E3M0	K05150
2CW4K	K17433
2BVDX	K15209
2AB8N	K14211
2C4DU	K05234
2FBX2	K04736
2FDAR	K05470
28J82	K17655
28N9A	K18259
2CY46	K17695
2DJCE	K05131
28JJ0	K01125
2C2M4	K14460
2FE1R	K22191
2C5HE	K05405
KOG2325	K12307
KOG3277	K17808
2BNTQ	K05249
2DDCP	K17574
2CXKT	K08774
29KRN	K06499
28NZI	K17253
28JGR	K17582
2964W	K16145
2CRDP	K05226
KOG2756	K19619
28MFA	K06715
2CBG7	K05078
2CYW9	K18633
2CMDE	K11796
KOG1691	K20352
2FBZZ	K20005
KOG0754	K15110
KOG4395	K09083
2BCIU	K16480
2CSZD	K15365
2FFW3	K21998
KOG2823	K14840
28N36	K20800
2EQIY	K15838
KOG2911	K15053
2DHYQ	K13360
2CXW7	K19822
29KR3	K10385
29GR9	K11113
29V1Z	K17272
2BVID	K05759
2D25Y	K04257
29HW1	K17595
2C4DT	K02512
28NJB	K19873
KOG4514	K20820
2BZVQ	K17658
2CMWT	K06232
2D8BS	K04257
2FFYG	K06575
2D9KS	K05230
28KFW	K18461
2F8FW	K04257
2BVMW	K07988
2AMN2	K20186
2D8C1	K04257
28PXP	K16543
2E44I	K05261
2F0YU	K02125
2C1NJ	K03884
KOG4669	K03882
2CVNJ	K13912
2CWA9	K04257
KOG4207	K12891
2CMIN	K19750
KOG3443	K20818
2D5ZU	K21096
2B9CZ	K10480
2D8BU	K04257
28IFQ	K21761
2DZM2	K06090
KOG3445	K17424
2D8BJ	K04257
KOG2629	K13343
KOG4142	K00551
29U63	K17106
2CMGH	K08437
2CXTJ	K16540
2CF6G	K21548
28H9X	K19930
2EY96	K16598
2CI47	K18625
COG5163	K14843
COG5079	K16734
2DYPH	K16664
2CAGS	K16492
KOG1876	K05755
COG5132	K12873
2DZJ3	K06849
2CXWP	K05425
28NT5	K04524
2D9CV	K02928
KOG3382	K11352
KOG3442	K17805
COG3814	K09985
COG1478	K12234
KOG3337	K02619
2CXHR	K19356
2E28M	K18182
2B0TT	K02307
28NTN	K11675
2EK4J	K12249
29DZU	K00505
2CZ2I	K00799
2AGWN	K03024
2CCRX	K19850
2E23Y	K14796
2C8KS	K11552
28YU7	K01193
28N9G	K17764
2BP2Q	K18187
2DZGG	K17786
28JAZ	K05529
2BVHK	K17438
2C74E	K22255
2A454	K14817
2E5M4	K03540
2BVP7	K11377
2C3IW	K09043
2CRJN	K11497
2E61J	K02919
2DIC1	K15183
28J35	K19877
28HI0	K01238
2CMH7	K20046
2BKP7	K14334
2EPA5	K02272
2ASUJ	K17402
2CYWY	K14022
COG3781	K08994
KOG3089	K14784
KOG0252	K08176
2BQDC	K16584
28RIC	K15267
2D00Z	K04618
2E05Z	K11244
COG5324	K14679
2CKZU	K08504
28P6R	K11763
KOG4522	K15163
2ECFM	K14334
28NTU	K05533
28M9W	K18158
COG3961	K01568
2E5I7	K03104
COG3236	K09935
2BZ7G	K01732
28KWS	K01417
2A1QU	K08095
2CKRH	K02269
2E6XH	K17788
28KFK	K08257
28JVG	K15134
2EI5N	K17740
KOG4259	K18732
2BJU0	K22243
2BMQV	K14315
29AZM	K15136
2EA5Y	K19305
2C38W	K01225
28KY6	K08284
2C519	K15204
2CNH4	K01126
2E5AG	K15325
2C25W	K20475
2DZI4	K03938
2CYY7	K02153
2CZ1R	K19786
28KNB	K17775
2CYKS	K14770
2E8HI	K11344
2CDV3	K14650
2E8SJ	K15077
2E2V4	K11561
KOG4157	K11244
2E01K	K18179
COG5037	K21631
2916J	K18849
COG5153	K17900
2CVT4	K11664
2DZJ6	K11559
28IQ8	K10080
28N32	K17774
28M7I	K20063
KOG4614	K18192
2E3SQ	K02608
2CMT0	K22485
28IQU	K18550
2BXDZ	K17801
2AZB7	K17656
28J03	K13690
2D4CG	K19619
2D48U	K14526
2E5FA	K02142
2E6RZ	K11572
28PJ5	K11246
2C559	K05535
KOG0988	K11699
COG5498	K01180
2DZVU	K03965
2E65K	K14528
28USC	K15147
2D0NP	K21830
2D1QZ	K00463
28QNI	K05989
2BVPB	K21451
2D4JD	K11557
2CXSS	K17981
2E5I9	K02143
2CFA5	K11376
29ZRP	K17437
KOG4224	K08332
COG5087	K11309
2C4B9	K16833
298ZU	K21642
2A0BN	K19785
2BW7Y	K18740
KOG0908	K03671
2CMC3	K09252
KOG4771	K14839
28MYE	K18106
KOG2634	K15463
28P54	K11551
KOG4701	K01183
KOG4487	K11270
2E2TC	K20185
28IHA	K15160
2CN7V	K02895
2CMIS	K14311
29EZY	K20288
KOG4174	K19307
2E535	K03959
28HI1	K00737
28UM2	K00505
2EICP	K20827
2CMK3	K20521
COG1313	K04070
28KN4	K01771
2CRU1	K09246
2CCKU	K18174
2EGDN	K08257
28HPZ	K17983
2E0VI	K11569
2CXJA	K18576
2CXGK	K01181
2CN9D	K05972
2CVJ3	K01053
28I91	K15165
2E58Q	K18932
28IJV	K14303
28JUH	K11360
2DRN0	K18170
2D4A0	K16230
COG4305	K20628
2BRG9	K15205
29ZDE	K20309
28K5Y	K19881
2E17G	K09702
2BYYH	K11397
2E1GX	K15130
28MQF	K12762
2BH6E	K17806
COG1786	K09128
2CF8E	K20316
28J4G	K16369
2E5WJ	K11568
KOG4573	K08331
28JQD	K20844
KOG4618	K18185
2C0RE	K01560
2DATK	K19356
2CYIM	K15177
2CHID	K17765
2A19J	K12769
2CYFH	K18716
2CQ4E	K11877
2E7T2	K18724
2C361	K14822
KOG0562	K10863
28I03	K20042
2E77T	K18171
KOG0009	K02983
2DIDY	K11370
KOG4526	K20815
28IRU	K19308
2CNA4	K18637
29VIY	K18719
2EKY9	K06910
2BWI9	K14522
2DZV6	K19363
KOG0296	K14818
2E9AR	K19765
2CXG9	K11362
2DPP0	K15069
28K8F	K11272
2E0GQ	K11696
2CQ00	K05019
COG5091	K12795
2D3WN	K14285
2CZ65	K02914
2EE1X	K01732
28IP3	K18578
2EE6E	K18195
2D201	K06035
2CZWX	K18172
2A4CX	K14860
KOG2536	K15414
2CZ54	K18160
2CNIA	K08257
28PEI	K12763
2C4BX	K11560
29FEH	K11888
28KPV	K16578
2E6N1	K09117
COG3934	K19355
COG3867	K01224
2EAYU	K18576
2CSC5	K01714
2CMW2	K20059
2E796	K02141
2DZJU	K02139
2CVJY	K01279
2D1MH	K01706
COG3661	K01235
COG5538	K12273
2D006	K14294
2CNFW	K11761
28H8Y	K17792
2E2BV	K11562
28KXN	K14862
2CU8W	K13199
29UXG	K08502
28HCW	K08246
COG4360	K00988
2A94M	K08329
2EQGQ	K11595
2CFTN	K11676
2CN2W	K18195
2CZ6M	K17435
KOG4210	K11294
2E0FV	K08497
2CQGP	K17434
KOG0946	K20361
2E14G	K17417
2E4WA	K18064
2DZQX	K19717
2E1K8	K09780
28HU9	K18725
2CQBM	K04627
2BPH2	K22386
2BX4T	K17440
2CXW4	K19829
2A2M4	K19356
29HBG	K17967
2CM8C	K01113
2CMK0	K18195
2ASTZ	K11566
29DBV	K11361
2BR4D	K21141
2E0W9	K21452
2E9XB	K11567
2ASW0	K18173
28IZ4	K15218
2D92D	K18740
2C4CS	K11563
29G2H	K17560
2BXF1	K17787
2EMEK	K11663
2CN4F	K11213
2CNCE	K00463
2BMS3	K15565
2DIS2	K07973
2CMNB	K19841
2C4SS	K21455
2D07V	K06199
2CZB1	K21632
28PC2	K08330
2CEWE	K18176
2E74K	K01549
2CEZT	K12609
2CMYQ	K18625
2CYCE	K16336
2CMR9	K16806
28NQ3	K06782
2C0J6	K19637
2D8BZ	K04257
2DZGR	K06520
2D2BQ	K00077
2CZVZ	K11553
28MAT	K05953
29ZU8	K15218
2C2ST	K19619
2CUWW	K19356
2CZR9	K18666
2E15F	K15435
2CMYG	K01078
2CZ2H	K08501
2CYZG	K15136
28N9Z	K15072
2D24P	K07034
KOG0165	K16743
2CYST	K18576
29WU2	K22213
2CMG6	K15923
2CMH5	K17656
2CMT3	K19356
2C7F3	K18064
2BWPT	K14022
2CS6B	K19356
2F8D8	K09966
2CXKQ	K19200
2CZES	K18732
28KBD	K21403
2CMA6	K20929
2E7G5	K14968
29HGA	K22119
29EH3	K17656
28K73	K09241
2BH2D	K08994
2CNC5	K01210
2CMJY	K18579
2CZ76	K14796
2CY7U	K01181
2CXU6	K01771
2CS2I	K15067
2CMXM	K00516
2CYB2	K08095
2CZSS	K10740
2C0PQ	K00430
2EFSW	K18195
2CXIB	K21632
2CY69	K17438
COG4124	K01218
2D1SD	K03949
2E0A2	K02913
2C23M	K00997
28K46	K11874
28KTV	K08284
2DEK7	K15206
2D3S0	K03685
2E4PW	K02961
28SEW	K01279
2CVHK	K20872
2D14U	K01193
2DXC0	K03504
2CYKZ	K00275
2CZFQ	K15069
2CCQU	K02125
2D2D8	K01181
2EDVI	K00505
29H2F	K17973
2EBEJ	K17990
KOG2428	K15177
2CYTY	K11566
293DS	K09983
2CXVS	K00799
2BVJ1	K09043
2D4DC	K03964
2CTEN	K14530
28N3I	K18719
28M6I	K06035
2BZ0R	K01721
28I45	K20807
2AAX9	K18226
2DB9X	K22342
COG5650	K13671
COG4424	K21014
COG3552	K07161
COG4308	K10533
COG3680	K09968
COG3153	K03824
2C7BW	K18481
2E5BU	K18481
2EBKM	K16645
COG3804	K21672
2DKXQ	K22344
2F556	K14953
COG4927	K19200
28MYD	K13686
COG4592	K02016
2C7XB	K20760
2DW0Y	K22463
COG2312	K06880
COG3233	K06986
COG4981	K16648
COG4346	K00728
COG1715	K07448
COG1543	K16149
2BVCQ	K14339
28J1C	K04723
2E138	K06707
2EFPD	K22016
28P1Q	K04257
2E2HP	K11564
2CZ82	K06544
299ZR	K14216
2ENVW	K05265
2CXSX	K12332
2C0QX	K11831
2D7T6	K05408
28I7Y	K04305
2E2TP	K13362
2CMKI	K05446
2E7M7	K19765
2CQ1I	K16512
28PHN	K08386
2FCC2	K06236
2DAUN	K05408
2D964	K17272
2F2Q1	K05230
29JXE	K22266
2CZKV	K14001
2C56X	K10745
2CUAG	K17676
2E67W	K17888
COG4716	K10254
2E1AR	K14796
2CXUN	K01732
28JAD	K13690
2E49K	K07005
2BXAW	K18580
28JS1	K13199
29S4D	K17285
2FDQX	K05906
28JZM	K00463
2937Y	K21403
2E4N1	K15183
2CYKH	K00799
2CEE4	K19619
2EFY2	K20205
2EPZ8	K20359
2E6DC	K21232
2AEQQ	K06199
2DBFM	K02838
2AR8W	K14334
COG1237	K06897
2A0G7	K11664
28MPM	K10759
2AQYV	K08501
28VFS	K08502
2CN8A	K01771
28MQ3	K14484
2CM8Z	K14484
29ZPE	K11275
2CWG8	K17991
COG3914	K09667
2CITV	K13156
28K1H	K09839
arCOG06245	K13379
28J8N	K13947
28NVH	K02699
28KS7	K15400
28IJ6	K09285
2CMRB	K03921
28I9N	K08472
2CMMM	K14972
2CMVN	K08247
2CYFV	K18172
2CMYM	K18801
2C7YN	K14432
2CMA1	K08917
28IKT	K15397
2CC3R	K06617
28HCZ	K03354
28KFA	K17964
28NKI	K10882
2CYW8	K19035
28N5E	K14484
28HXH	K18195
28IU9	K00434
2BJHI	K14484
28JRK	K17604
28IC2	K20782
28NX3	K15208
2CN31	K03542
28PHQ	K09286
2CMCP	K19893
2CMUK	K14500
2CN84	K11507
2B65R	K14488
2CMG9	K09834
28H7Z	K09338
28JSA	K20929
2CMCH	K14484
2CGK7	K08911
KOG1100	K19042
2A6US	K14495
28KAQ	K22419
28PX7	K18667
28KJ5	K14499
28JWY	K12125
2C1T8	K20776
2AI9R	K02140
2BZYY	K14496
28J2T	K17592
2CMD2	K01179
28KN8	K00430
2CND4	K12947
28Q3U	K15414
2BYJN	K20893
2CN97	K14503
28J13	K20783
28PPM	K12116
2CRN2	K08901
28Q08	K22419
28IGC	K14500
COG3794	K02638
2CXQT	K14488
2BXPJ	K14488
2CXV2	K17434
28K9J	K14494
28N95	K19891
2CMHV	K13464
28M2D	K17991
28M9Z	K13681
29XEX	K08901
2CG91	K09286
2A1PQ	K07466
28KZI	K16903
2CND1	K13150
KOG1327	K16280
2CMAA	K05396
28NWI	K02723
2CMQE	K20892
28JII	K08908
2CM8Q	K14487
2CXMA	K09286
2B4KY	K19363
2APG8	K12593
2ANMA	K13464
2CYKE	K13899
2C9HG	K18177
2AU3M	K09286
28M37	K13065
2CMYS	K11666
2CMBA	K00430
2CN4R	K00430
2EUXJ	K15078
2CMDQ	K08494
KOG4844	K17411
28P4M	K14305
28MXS	K08330
COG4451	K01602
2BPPT	K02942
2AFWG	K01047
29559	K08507
28JWX	K17893
2E18G	K17771
2CJU3	K01177
28I2D	K17991
2CYCQ	K18187
28KQ9	K08099
28JKP	K02881
2CUNW	K02911
28I81	K02692
28P1B	K14321
28INK	K13648
28M1T	K19891
2CMS2	K17893
2D2TM	K13456
28MK1	K09338
2CMIK	K08901
28UNB	K09284
28NRM	K00422
2CN4D	K05747
2A922	K09286
28P7E	K22376
2CMIM	K08472
2CME3	K00430
28K72	K21026
28PDT	K08472
28NKH	K08472
28JTR	K08506
2CY3D	K20824
2C3EQ	K14315
2APT8	K02698
28HK1	K17680
28NRD	K02694
2CXSD	K10745
2CXME	K08906
28IDJ	K13065
28HV1	K12617
2AP7X	K03541
29Y0B	K02968
2BP0R	K15203
2CME6	K08914
2CMGQ	K14487
29Y1V	K18160
2CMEB	K16587
2BDQ3	K15365
2CXMN	K09286
28QRX	K08101
2CYG8	K13899
28PE8	K13173
28KI8	K02701
2A2HB	K10801
28MQJ	K08912
2CMR8	K13508
28M64	K09338
28NGJ	K09286
2DN83	K14488
2DW8E	K13464
2C7IV	K15199
2CN34	K09422
2BVGT	K02914
2CREN	K18999
2CN4P	K14484
2CNCW	K14432
29UBW	K02695
2CN8K	K09338
28J3I	K14431
2CXN7	K14484
29DZ6	K00550
28NAN	K08472
28K47	K15746
2CMHR	K14593
28P0P	K02116
2CMVR	K19892
2EW6S	K08592
2CNFJ	K20867
2A1JH	K10374
2CNHF	K13508
2CMUZ	K08494
2CSVH	K02970
28N2U	K02717
28M28	K16189
2CMZV	K08909
2B139	K14332
28KAW	K14300
2CY3W	K02907
2CMQI	K16585
28JEP	K00430
2CMRX	K13648
28KJ9	K14487
2CXSW	K08902
2CM9E	K13648
28J1Z	K20724
28JGD	K09287
2CM9D	K10525
2C5W0	K19032
2CKHT	K20729
2CMIY	K20781
28P7B	K17604
2CMBX	K16190
2D2J8	K20478
28PPF	K04730
COG4802	K17892
28PEF	K20628
28K0C	K07735
2CMJX	K20867
2CXF2	K18635
28HEW	K00215
28JQ4	K15400
28PRV	K14432
KOG2022	K15436
28MJE	K14431
2CTFJ	K19034
2CCFI	K14514
29KI8	K14404
2CMQJ	K01179
2BWIZ	K15404
2CMKJ	K01179
2C66A	K17785
28IWT	K15622
2CN77	K09338
2CMIB	K09480
2BZ6W	K20725
2CMWG	K13648
29D15	K13508
28NQH	K17402
28KPY	K11714
28M1S	K17525
2CUCB	K09422
2CN3K	K14506
28N11	K09060
28J6V	K06111
28P0B	K08472
28J3H	K16546
28IU6	K01859
2D25C	K15397
28MRS	K13508
2D1CR	K08915
28NHZ	K01859
2BQ3Q	K03024
28JNC	K14431
2CMHT	K14432
28K5K	K01724
2CN7Y	K19747
2A8F0	K16833
28NTZ	K10143
2E558	K09338
29SKD	K09286
KOG2207	K09122
2CYNW	K15902
2CGU5	K20558
2CMRC	K15193
2CMW1	K14487
28KFB	K14487
2BXNW	K18170
2BME1	K17790
28PKW	K09286
2CMJ4	K16275
2CN16	K13648
2D3I2	K02721
2CN3I	K14484
28KBF	K17911
28JPE	K13648
2CRE0	K09659
2CMET	K13456
2E6G4	K02693
2AR4E	K08903
28TEP	K14484
KOG0632	K05941
28MUT	K15400
28J2P	K13648
2CMC4	K19366
KOG4732	K20826
2CYEX	K14488
28MG5	K01244
28KD8	K09422
COG4857	K00899
2CMPM	K14487
2AKP1	K15141
28MEX	K08907
2CY66	K05752
28M40	K00430
2BE5M	K15131
28NJC	K01723
2E0P3	K19033
28NJK	K01179
2APEM	K07574
28KEU	K13344
KOG1881	K22145
28MP6	K12124
2CA21	K20725
28KXW	K03921
2CMTV	K01179
KOG3474	K21232
28NJN	K08916
2CN1Y	K11426
2CMFR	K14172
2CMCN	K08472
2CMMC	K21568
28J58	K00630
28R55	K07541
2CN87	K13422
28PE0	K14496
28MX4	K16278
2BVTC	K09287
28NEG	K22013
2CMWK	K14500
KOG4661	K12897
29U5U	K02990
28K5D	K01177
2CMC8	K16903
2DAAY	K15360
28KIZ	K13508
2CM7N	K10990
2CNQM	K17592
2C68B	K11511
28IT4	K18875
28KNR	K07964
2CMW9	K08910
28PND	K13464
2CM77	K01179
28K4D	K20393
28IKS	K09338
28K7Q	K09286
2CMR5	K04035
28K6Z	K17604
2CN09	K06443
2CMRI	K14431
2CMVK	K15170
2CMFA	K09480
COG4646	K22422
2CM7R	K14432
2CMYT	K13545
28WHY	K00430
28IQ2	K14307
28JI2	K02716
2CMUQ	K14503
28ITV	K00430
2AQVD	K11275
2CMZG	K08472
COG1019	K02201
2AHAJ	K22384
2BVJU	K18732
2CMZX	K08999
2BDMC	K13464
29DJB	K08234
2CNEI	K08908
29BQV	K13464
28KQ1	K06444
28KRV	K15133
2BF5M	K18179
28JNP	K21552
2CMEY	K01765
28ISK	K13081
2CMPT	K15168
2CNHP	K14431
2CXSE	K14484
2D6XV	K10740
2CMS3	K20557
28H7Y	K14617
2AHGM	K22450
28J54	K08915
28P64	K13648
2CXPD	K15414
2C453	K08901
2CMWF	K20867
28P4I	K09338
COG4094	K15744
28IIW	K08472
28JYA	K22450
2CJR6	K18167
28HH8	K20799
2CAKS	K19033
28P8S	K22218
2CM9I	K20929
COG1850	K01601
28HWD	K13418
28ITG	K17604
2AHPJ	K08905
2CNCU	K12126
28IK4	K17398
2EQE7	K02582
28J4R	K02583
COG4341	K21196
2BVEF	K20478
2D04S	K11500
29ZP3	K13273
COG0434	K06971
2D961	K22190
2CNHG	K21108
2DU08	K11514
2E19K	K22255
2EAIN	K21031
2957P	K20235
2D960	K22190
28ZEG	K17080
2EYGR	K03962
2CY55	K19363
2D3RR	K20072
28J1T	K21246
2BCHB	K08803
2E6MZ	K06278
2CS11	K19479
2A1YG	K04658
28NZR	K14216
2D713	K16489
KOG1796	K19527
2D5UI	K13172
2E5F4	K04097
2CZA0	K11714
2E5YG	K16454
2CK64	K10277
2EWBX	K19558
2D0QB	K17613
2CI7A	K18173
2C494	K22415
2BVJH	K06467
2CYE9	K15261
2CMJ6	K14615
2CZVW	K22195
2D3RI	K15261
2E144	K19021
28PR7	K19605
2D05P	K01481
2CY52	K16674
2CMYE	K17480
2EMZI	K19873
2E118	K15259
2BYZ7	K03006
2BGY9	K21893
2EMNX	K03006
28R5T	K18626
KOG3755	K19774
2E7NQ	K19638
KOG1473	K11728
2BMX3	K10718
2E7SY	K15380
2E36I	K16591
2CXMP	K21548
2EQ8M	K10287
KOG4565	K20015
2DATM	K05970
28M90	K21411
KOG0976	K16308
2F2Q9	K03966
2EYMU	K17423
29V96	K20187
2F8S4	K17412
28VHP	K02520
28K81	K19749
2FJ65	K03006
29N70	K10384
29DR5	K22022
2D7UR	K00419
2AR9S	K05143
2D5KF	K08381
2CI44	K19930
2F8H5	K04257
COG4975	K05340
COG3394	K03478
28HH2	K11031
29M5U	K16644
29P4D	K01114
COG3535	K09703
COG4509	K08600
COG4810	K04031
COG4917	K04029
COG4910	K13920
COG4820	K04024
COG4542	K16651
COG4819	K04019
COG4816	K04026
COG4812	K04032
COG3192	K04023
COG4766	K04030
COG4822	K02190
2C1P0	K02249
COG3426	K00929
2DUTJ	K01992
COG3589	K09963
2DPGS	K00805
2E2UM	K02116
COG3049	K01442
COG4769	K00805
COG4652	K02004
COG4806	K01813
COG4512	K07813
COG3697	K05964
COG3051	K01643
COG3053	K01910
28JUN	K21964
2BMAS	K18838
COG5544	K05811
2C05Z	K15833
2CK9M	K21759
COG5581	K21087
COG2215	K08970
COG3596	K06946
295KK	K19168
COG3787	K09979
COG1951	K01677
2DNQE	K21695
2EBIY	K12291
2CD7R	K12290
2E5CH	K12096
2E630	K07490
291H9	K06144
COG3977	K00835
2AN7V	K14762
COG2134	K01521
2C4I5	K18837
2E50Y	K19048
2DB7H	K02853
COG4650	K14414
2C19D	K05775
2E777	K21638
2CN5N	K05839
2D1NA	K19048
COG3783	K15536
COG3964	K01465
COG4130	K06606
COG5569	K07810
2DBAP	K17463
COG2160	K01804
COG1069	K00853
COG4533	K11925
2ATX7	K13301
COG3015	K06079
2B4JI	K06080
292QM	K11926
28J32	K21967
COG3124	K08682
COG3248	K05517
COG3126	K09914
28PF7	K19162
COG4619	K02068
COG3719	K01166
COG3069	K03326
2ECN4	K21976
2E4NW	K21975
2CBKZ	K21974
2DPRH	K13650
29WPV	K19688
28I7M	K18657
294I9	K03516
2DNZ7	K02423
291QA	K12147
2CFXH	K12148
2DMSQ	K12149
2E4GN	K12151
COG3811	K09982
COG4572	K06197
COG3137	K07283
COG4139	K06073
COG4138	K06074
COG4238	K06078
2DB8V	K06152
COG4845	K19271
28I61	K10748
2E68Q	K13630
2EN1Q	K02972
29PWU	K19163
2C1SN	K03971
COG4570	K01160
2CMW8	K04062
2CFPH	K15722
COG4135	K05778
COG4136	K05779
COG3042	K09712
COG3567	K09961
2DMQE	K14744
2CFYS	K02345
2EDNI	K19238
COG5375	K11719
2CAJ4	K10564
COG5442	K06602
COG5443	K06601
29Y2K	K18918
29BVR	K07746
COG3543	K09706
2B632	K20268
COG5452	K17662
COG3827	K09991
COG5598	K14083
COG2333	K02238
COG5385	K13588
COG5317	K13592
COG5310	K00808
COG2845	K09795
COG3742	K19686
2AEKG	K04747
COG3898	K02498
2EIRC	K02196
COG3230	K07215
COG4423	K19687
COG5468	K03643
2CJWG	K06720
COG1679	K09123
2C846	K07794
COG5461	K02281
COG3963	K00570
COG0467	K08482
2BDS5	K15790
COG1433	K02596
29DU9	K07172
2BMT7	K07724
COG1848	K07064
29YES	K18829
2DNNV	K19163
COG5302	K19164
COG1861	K07257
COG0836	K00971
COG3728	K07474
COG1783	K06909
COG2715	K06373
COG0700	K06374
arCOG08608	K01114
COG2052	K09777
2DBAF	K19119
28HN3	K19117
29ECG	K06383
COG1582	K02385
2E3US	K06397
2E6BB	K06396
2E7KE	K06395
2CPUI	K06393
2E555	K06392
COG3854	K06390
COG2385	K06381
28HCB	K06436
COG1768	K07099
2BQEA	K09893
2EH78	K03970
29WAZ	K05606
COG3563	K07266
COG3562	K07265
2CGUX	K12061
