,bin_names,K00626,K01848,K01849,K01964,K05606,K14465,K14466,K14534,K15016,K15018,K15019,K15020,K15036,K15037,K15038,K15039,mOTU,gtdbtk_classif_r207,percent_completion
447,SRR10912826.11,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,43.66197183098591
448,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-593,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_508,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,81.69014084507042
449,bulkbins-MOSAIC-MIME-BINNING-1503_bin-115,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_475,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182455,70.4225352112676
450,bulkbins-MOSAIC-MIME-BINNING-3_bin-101,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,COMPLETE-SET-AND-BULK_mOTU_840,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,1e-05
451,SRR5429424.28,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,COMPLETE-SET-AND-BULK_mOTU_741,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002698265,70.4225352112676
452,bulkbins-MOSAIC-MIME-BINNING-17_bin-34,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_508,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,1e-05
453,SRR5262292.62,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,88.73239436619718
454,bulkbins-MOSAIC-MIME-BINNING-1703_bin-163,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_253,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-002712045;s__GCA-002712045 sp905182165,38.02816901408449
455,bulkbins-MOSAIC-MIME-BINNING-2103_bin-061,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,64.78873239436619
456,bulkbins-MOSAIC-MIME-BINNING-3103_bin-56,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_475,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182455,77.46478873239437
457,ODEN-2013-BINNING-all-COASS_bin-04784,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,28.169014084507047
458,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-034,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_761,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__,95.77464788732394
459,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_710,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA11869;s__UBA11869 sp014239225,81.69014084507042
460,ERR4918860.66,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,47.88732394366197
461,SRR3233383.34,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,COMPLETE-SET-AND-BULK_mOTU_556,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__,94.3661971830986
462,bulkbins-MOSAIC-MIME-BINNING-1303_bin-131,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_758,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__MED-G09 sp905182015,100.0
463,bulkbins-MOSAIC-MIME-BINNING-1403_bin-035,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_261,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,63.38028169014085
464,bulkbins-MOSAIC-MIME-BINNING-1203_bin-055,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,95.77464788732394
465,MOSAIC-MIME-BINNING-45_bin-40,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_292,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002331465,94.3661971830986
466,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-6194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_038,,1e-05
467,bulkbins-MOSAIC-MIME-BINNING-2803_bin-126,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_352,,98.59154929577464
468,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-2_bin-587,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_233,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__TMED-70;g__GCA-2718455;s__,92.95774647887325
469,SRR5819383.16,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_172,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp012960315,94.3661971830986
470,bulkbins-MOSAIC-MIME-BINNING-3_bin-084,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_226,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;s__,73.23943661971829
471,bulkbins-MOSAIC-MIME-BINNING-3303_bin-11,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,COMPLETE-SET-AND-BULK_mOTU_244,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;s__UBA9659 sp018665025,53.52112676056338
472,SRR10912860.13,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,73.23943661971829
473,SRR11624239.13,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,81.69014084507042
474,SRR13153458.9,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,46.478873239436616
475,bulkbins-ODEN-2013-BINNING-COASS_bin-4978,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_475,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182455,80.28169014084506
476,bulkbins-MOSAIC-MIME-BINNING-2503_bin-044,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_146,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA4457;s__,74.64788732394365
477,MOSAIC-MIME-BINNING-2503_bin-049,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_369,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Phyllobacterium;s__Phyllobacterium sp900539805,74.64788732394365
478,ERR599125.3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_735,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002313335,60.56338028169014
479,bulkbins-MOSAIC-MIME-BINNING-3403_bin-72,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_840,d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__CG-Epi1;s__,100.0
480,bulkbins-MOSAIC-MIME-BINNING-31_bin-076,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,85.91549295774648
481,bulkbins-ODIN-2013-BINNING-17_bin-01,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_627,,97.1830985915493
482,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-1_bin-163,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_364,,1e-05
483,SRR5819607.28,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
484,SRR13153459.19,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,98.59154929577464
485,SRR9039920.77,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,88.73239436619718
486,bulkbins-MOSAIC-MIME-BINNING-45_bin-59,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_840,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__;s__,100.0
487,MOSAIC-MIME-BINNING-3303_bin-56,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,77.46478873239437
488,bulkbins-MOSAIC-MIME-BINNING-1003_bin-083,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,1e-05
489,bulkbins-MOSAIC-MIME-BINNING-1303_bin-106,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_512,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,73.23943661971829
490,bulkbins-MOSAIC-MIME-BINNING-903_bin-055,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_146,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA4457;s__UBA4457 sp002390205,80.28169014084506
491,MOSAIC-MIME-BINNING-603_bin-087,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,52.11267605633803
492,bulkbins-MOSAIC-MIME-BINNING-1303_bin-099,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,83.09859154929578
493,bulkbins-MOSAIC-MIME-BINNING-1103_bin-27,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_261,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,54.92957746478874
494,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_328,,1e-05
495,ERR5006649.12,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,92.95774647887325
496,ERR3589554.41,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,88.73239436619718
497,SRR10912895.6,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_292,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002331465,43.66197183098591
498,bulkbins-MOSAIC-MIME-BINNING-1003_bin-053,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp905181985,98.59154929577464
499,bulkbins-MOSAIC-MIME-BINNING-3303_bin-38,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_335,,100.0
500,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-4335,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SP4260;s__SP4260 sp905182415,91.54929577464787
501,SRR5819239.155,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_089,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__UBA6615;s__,90.14084507042251
502,bulkbins-MOSAIC-MIME-BINNING-1903_bin-061,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,COMPLETE-SET-AND-BULK_mOTU_397,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182325,38.02816901408449
503,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-223,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_381,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__,73.23943661971829
504,SRR5819595.63,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,100.0
505,SRR5819383.17,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,COMPLETE-SET-AND-BULK_mOTU_163,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__,87.32394366197181
506,bulkbins-MOSAIC-MIME-BINNING-1503_bin-111,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_426,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__UBA4592;s__UBA4592 sp905181745,91.54929577464787
507,SRR9039920.162,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_375,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__RPQK01;f__;g__;s__,92.95774647887325
508,bulkbins-ODIN-2013-BINNING-6_bin-30,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_475,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182455,73.23943661971829
509,SRR9019642.42,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,63.38028169014085
510,bulkbins-MOSAIC-MIME-BINNING-903_bin-017,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,COMPLETE-SET-AND-BULK_mOTU_038,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__UBA4582 sp905182025,100.0
511,bulkbins-MOSAIC-MIME-BINNING-2303_bin-029,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_328,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__;g__;s__,1e-05
512,bulkbins-MOSAIC-MIME-BINNING-803_bin-51,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_261,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,77.46478873239437
513,bulkbins-MOSAIC-MIME-BINNING-ClusterAss-3b_bin-101,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_364,,1e-05
514,ERR598947.24,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_653,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;s__UBA11650 sp002708395,78.8732394366197
515,SRR13153511.1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,COMPLETE-SET-AND-BULK_mOTU_172,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp012960315,54.92957746478874
516,bulkbins-MOSAIC-MIME-BINNING-603_bin-031,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_723,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_B;f__MED-G09;g__MED-G09;s__,77.46478873239437
517,bulkbins-MOSAIC-MIME-BINNING-1703_bin-119,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp905181985,91.54929577464787
518,SRR10912888.10,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_136,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__UBA868;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995,49.29577464788731
519,bulkbins-MOSAIC-MIME-BINNING-1003_bin-073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_627,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__SYDM01;s__,49.29577464788731
520,ERR4918856.81,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,80.28169014084506
521,SRR10912875.14,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_292,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA2110;s__UBA2110 sp002331465,64.78873239436619
522,ERR3589557.23,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_835,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp905182535,1e-05
523,MOSAIC-MIME-BINNING-2403_bin-051,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_033,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__GCA-013693735;s__,60.56338028169014
524,SRR7155206.2,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,87.32394366197181
525,bulkbins-ODEN-2013-BINNING-all-COASS_bin-04732,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_265,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__GCA-2697345;s__GCA-2697345 sp905181985,88.73239436619718
526,bulkbins-MOSAIC-MIME-BINNING-1503_bin-077,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,COMPLETE-SET-AND-BULK_mOTU_024,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SP4260;s__SP4260 sp905182415,70.4225352112676
527,SRR10912806.18,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_368,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,38.02816901408449
528,bulkbins-ODEN-2013-BINNING-medium-COASS_bin-2990,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_512,,1e-05
529,bulkbins-ODEN-2013-BINNING-all-COASS_bin-08054,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_244,,1e-05
530,bulkbins-MOSAIC-MIME-BINNING-17_bin-41,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_335,d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__;s__,49.29577464788731
531,ERR3589555.64,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,COMPLETE-SET-AND-BULK_mOTU_179,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Planktomarina;s__Planktomarina sp017856985,84.50704225352112
532,MOSAIC-MIME-BINNING-2703_bin-60,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,COMPLETE-SET-AND-BULK_mOTU_324,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__TK06;g__UBA9040;s__UBA9040 sp905182565,97.1830985915493
533,bulkbins-MOSAIC-MIME-BINNING-45_bin-54,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,COMPLETE-SET-AND-BULK_mOTU_261,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp012959605,85.91549295774648
534,ERR3589573.61,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_099,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__UBA9926 sp905182155,94.3661971830986
535,SRR9019726.37,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_319,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__CADEGL01;f__CADEGL01;g__JABIRQ01;s__,95.77464788732394
536,SRR8437082.28,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_733,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp009392075,28.169014084507047
537,SRR11563580.119,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,COMPLETE-SET-AND-BULK_mOTU_469,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA828;f__UBA828;g__PTKB01;s__,98.59154929577464
538,bulkbins-MOSAIC-MIME-BINNING-2703_bin-34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,COMPLETE-SET-AND-BULK_mOTU_098,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__CPC320;s__,1e-05
